漢字番号,連番,漢字,1文字抽出,音訓,文字1,読み1,文字２,読み２,文字３,読み3,文字1,文字2,文字3,備考（文化庁の元データの備考）
698,1240,搬,搬,ハン,搬入,はんにゅう,搬出,はんしゅつ,運搬,うんぱん,搬入(はんにゅう),搬出(はんしゅつ),運搬(うんぱん),
699,1241,煩,煩,ハン,煩雑,はんざつ,,,,,煩雑(はんざつ),,,
699,1242,煩,煩,ボン,煩悩,ぼんのう,,,,,煩悩(ぼんのう),,,
699,1243,煩,煩,わずらう,煩う,わずらう,煩い,うるさい,煩わしい,わずらわしい,煩う(わずらう),煩い(うるさい),煩わしい(わずらわしい),←→患う
699,1244,煩,煩,わずらわす,煩わす,わずらわす,,,,,煩わす(わずらわす),,,
700,1245,頒,頒,ハン,頒布,はんぷ,,,,,頒布(はんぷ),,,
701,1246,範,範,ハン,範囲,はんい,師範,しはん,模範,もはん,範囲(はんい),師範(しはん),模範(もはん),
702,1247,繁(),繁,ハン,繁栄,はんえい,繁茂,はんも,繁華街,はんかがい,繁栄(はんえい),繁茂(はんも),繁華街(はんかがい),
703,1248,藩,藩,ハン,藩主,はんしゅ,,,,,藩主(はんしゅ),,,
704,1249,蛮(蠻),蛮,バン,蛮行,ばんこう,蛮人,ばんじん,野蛮,やばん,蛮行(ばんこう),蛮人(ばんじん),野蛮(やばん),
705,1250,盤,盤,バン,基盤,きばん,円盤,えんばん,碁盤,ごばん,基盤(きばん),円盤(えんばん),碁盤(ごばん),
706,1251,妃,妃,ヒ,妃殿下,ひでんか,,,,,妃殿下(ひでんか),,,
707,1252,彼,彼,ヒ,彼我,ひが,,,,,彼我(ひが),,,
707,1253,彼,彼,かれ,彼,かれ,,,,,彼(かれ),,,
707,1254,彼,彼,かの,彼女,かのじょ,,,,,彼女(かのじょ),,,
708,1255,披,披,ヒ,披見,ひけん,披露,ひろう,直披,ちょくひ,披見(ひけん),披露(ひろう),直披(ちょくひ),
709,1256,卑(),卑,ヒ,卑近,ひきん,卑屈,ひくつ,卑下,ひげ,卑近(ひきん),卑屈(ひくつ),卑下(ひげ),
709,1257,卑(),卑,いやしい,卑しい,いやしい,,,,,卑しい(いやしい),,,
709,1258,卑(),卑,いやしむ,卑しむ,いやしむ,,,,,卑しむ(いやしむ),,,
709,1259,卑(),卑,いやしめる,卑しめる,いやしめる,,,,,卑しめる(いやしめる),,,
710,1260,疲,疲,ヒ,疲労,ひろう,,,,,疲労(ひろう),,,
710,1261,疲,疲,つかれる,疲れる,つかれる,,,,,疲れる(つかれる),,,
710,1262,疲,疲,つからす,疲らす,つからす,,,,,疲らす(つからす),,,
711,1263,被,被,ヒ,被服,ひふく,被害,ひがい,被告,ひこく,被服(ひふく),被害(ひがい),被告(ひこく),
711,1264,被,被,こうむる,被る,かぶる,,,,,被る(かぶる),,,
712,1265,扉,扉,ヒ,開扉,かいひ,,,,,開扉(かいひ),,,
712,1266,扉,扉,とびら,扉,とびら,,,,,扉(とびら),,,
713,1267,碑(),碑,ヒ,碑銘,ひめい,石碑,せきひ,記念碑,きねんひ,碑銘(ひめい),石碑(せきひ),記念碑(きねんひ),
714,1268,罷,罷,ヒ,罷業,ひぎょう,,,,,罷業(ひぎょう),,,
715,1269,避,避,ヒ,避難,ひなん,逃避,とうひ,不可避,ふかひ,避難(ひなん),逃避(とうひ),不可避(ふかひ),
715,1270,避,避,さける,避ける,さける,,,,,避ける(さける),,,
716,1271,尾,尾,ビ,尾行,びこう,首尾,しゅび,末尾,まつび,尾行(びこう),首尾(しゅび),末尾(まつび),
716,1272,尾,尾,お,尾,お,尾頭付き,おかしらつき,尾根,おね,尾(お),尾頭付き(おかしらつき),尾根(おね),
717,1273,微,微,び,微細,びさい,微笑,びしょう,衰微,すいび,微細(びさい),微笑(びしょう),衰微(すいび),
718,1274,匹,匹,ヒツ,匹敵,ひってき,匹夫,ひっぷ,馬匹,ばひつ,匹敵(ひってき),匹夫(ひっぷ),馬匹(ばひつ),
718,1275,匹,匹,ひき,数匹,すうひき,,,,,数匹(すうひき),,,
719,1276,泌,泌,ヒツ,分泌,ぶんぴつ,,,,,分泌(ぶんぴつ),,,「分泌」は，「ブンピ」とも。
719,1277,泌,泌,ヒ,泌尿器,ひにょうき,,,,,泌尿器(ひにょうき),,,
720,1278,姫,姫,ひめ,姫,ひめ,,,,,姫(ひめ),,,
721,1279,漂,漂,ヒョウ,漂着,ひょうちゃく,漂白,ひょうはく,漂流,ひょうりゅう,漂着(ひょうちゃく),漂白(ひょうはく),漂流(ひょうりゅう),
721,1280,漂,漂,ただよう,漂う,ただよう,,,,,漂う(ただよう),,,
722,1281,苗,苗,ビョウ,種苗,しゅびょう,,,,,種苗(しゅびょう),,,
722,1282,苗,苗,なえ,苗,なえ,,,,,苗(なえ),,,早苗(さなえ)
722,1283,苗,苗,なわ,苗代,なわしろ,,,,,苗代(なわしろ),,,
723,1284,描,描,ビョウ,描写,びょうしゃ,素描,そびょう,点描,てんびょう,描写(びょうしゃ),素描(そびょう),点描(てんびょう),
723,1285,描,描,えがく,描く,かく,,,,,描く(かく),,,
724,1286,猫,猫,ビョウ,愛猫,あいびょう,,,,,愛猫(あいびょう),,,
724,1287,猫,猫,ねこ,猫,ねこ,,,,,猫(ねこ),,,
725,1288,浜(濱),浜,ヒン,海浜,かいひん,,,,,海浜(かいひん),,,
725,1289,浜(濱),浜,はま,浜,はま,浜辺,はまべ,砂浜,すなはま,浜(はま),浜辺(はまべ),砂浜(すなはま),
726,1290,賓(),賓,ヒン,賓客,ひんきゃく,主賓,しゅひん,来賓,らいひん,賓客(ひんきゃく),主賓(しゅひん),来賓(らいひん),
727,1291,頻(),頻,ヒン,頻度,ひんど,頻発,ひんぱつ,頻繁,ひんぱん,頻度(ひんど),頻発(ひんぱつ),頻繁(ひんぱん),
728,1292,敏(),敏,ビン,敏速,びんそく,機敏,きびん,鋭敏,えいびん,敏速(びんそく),機敏(きびん),鋭敏(えいびん),
729,1293,瓶(),瓶,ビン,瓶,びん,瓶詰,びんづめ,花瓶,かびん,瓶(びん),瓶詰(びんづめ),花瓶(かびん),
730,1294,扶,扶,フ,扶助,ふじょ,扶養,ふよう,扶育,ふいく,扶助(ふじょ),扶養(ふよう),扶育(ふいく),
731,1295,怖,怖,フ,恐怖,きょうふ,,,,,恐怖(きょうふ),,,
731,1296,怖,怖,こわい,怖い,こわい,,,,,怖い(こわい),,,
732,1297,附,附,フ,附属,ふぞく,,,,,附属(ふぞく),,,
733,1298,赴,赴,フ,赴任,ふにん,,,,,赴任(ふにん),,,
733,1299,赴,赴,おもむく,赴く,おもむく,,,,,赴く(おもむく),,,
734,1300,浮,浮,フ,浮沈,ふちん,浮力,ふりょく,浮薄,ふはく,浮沈(ふちん),浮力(ふりょく),浮薄(ふはく),浮気(うわき)浮(うわ)つく
734,1301,浮,浮,うく,浮く,うく,浮き,うき,浮世絵,うきよえ,浮く(うく),浮き(うき),浮世絵(うきよえ),
734,1302,浮,浮,うかれる,浮かれる,うかれる,,,,,浮かれる(うかれる),,,
734,1303,浮,浮,うかぶ,浮かぶ,うかぶ,,,,,浮かぶ(うかぶ),,,
734,1304,浮,浮,うかべる,浮かべる,うかべる,,,,,浮かべる(うかべる),,,
735,1305,符,符,フ,符号,ふごう,切符,きっぷ,音符,おんぷ,符号(ふごう),切符(きっぷ),音符(おんぷ),
736,1306,普,普,フ,普通,ふつう,普遍,ふへん,普請,ふしん,普通(ふつう),普遍(ふへん),普請(ふしん),
737,1307,腐,腐,フ,腐心,ふしん,腐敗,ふはい,陳腐,ちんぷ,腐心(ふしん),腐敗(ふはい),陳腐(ちんぷ),
737,1308,腐,腐,くさる,腐る,くさる,,,,,腐る(くさる),,,
737,1309,腐,腐,くされる,腐れ縁,くされえん,,,,,腐れ縁(くされえん),,,
737,1310,腐,腐,くさらす,腐らす,くさらす,,,,,腐らす(くさらす),,,
738,1311,敷,敷,フ,敷設,ふせつ,,,,,敷設(ふせつ),,,
738,1312,敷,敷,しく,敷く,しく,敷石,しきいし,屋敷,やしき,敷く(しく),敷石(しきいし),屋敷(やしき),桟敷(さじき)
739,1313,膚,膚,フ,皮膚,ひふ,,,,,皮膚(ひふ),,,
740,1314,賦,賦,フ,賦役,ふえき,月賦,げっぷ,天賦,てんぷ,賦役(ふえき),月賦(げっぷ),天賦(てんぷ),
741,1315,譜,譜,フ,系譜,けいふ,楽譜,がくふ,年譜,ねんぷ,系譜(けいふ),楽譜(がくふ),年譜(ねんぷ),
742,1316,侮(),侮,ブ,侮辱,ぶじょく,,,,,侮辱(ぶじょく),,,
742,1317,侮(),侮,あなどる,侮る,あなどる,,,,,侮る(あなどる),,,
743,1318,舞,舞,ブ,舞踏,ぶとう,舞台,ぶたい,鼓舞,こぶ,舞踏(ぶとう),舞台(ぶたい),鼓舞(こぶ),
743,1319,舞,舞,まう,舞う,まう,,,,,舞う(まう),,,
743,1320,舞,舞,まい,舞,まい,,,,,舞(まい),,,
744,1321,封,封,フウ,封鎖,ふうさ,封書,ふうしょ,密封,みっぷう,封鎖(ふうさ),封書(ふうしょ),密封(みっぷう),
744,1322,封,封,ホウ,封建的,ほうけんてき,,,,,封建的(ほうけんてき),,,
745,1323,伏,伏,フク,伏線,ふくせん,起伏,きふく,潜伏,せんぷく,伏線(ふくせん),起伏(きふく),潜伏(せんぷく),
745,1324,伏,伏,ふせる,伏せる,ふせる,,,,,伏せる(ふせる),,,
745,1325,伏,伏,ふす,伏す,ふす,,,,,伏す(ふす),,,
746,1326,幅,幅,フク,幅員,ふくいん,振幅,しんぷく,全幅,ぜんぷく,幅員(ふくいん),振幅(しんぷく),全幅(ぜんぷく),
746,1327,幅,幅,はば,幅,はば,,,,,幅(はば),,,
747,1328,覆,覆,フク,覆面,ふくめん,,,,,覆面(ふくめん),,,
747,1329,覆,覆,おおう,覆う,おおう,,,,,覆う(おおう),,,
747,1330,覆,覆,くつがえす,覆す,くつがえす,,,,,覆す(くつがえす),,,
747,1331,覆,覆,くつがえる,覆る,くつがえる,,,,,覆る(くつがえる),,,
748,1332,払(拂),払,フツ,払暁,ふつぎょう,,,,,払暁(ふつぎょう),,,
748,1333,払(拂),払,はらう,払う,はらう,払い,はらい,月払い,つきばらい,払う(はらう),払い(はらい),月払い(つきばらい),
749,1334,沸,沸,フツ,沸騰,ふっとう,沸点,ふってん,煮沸,しゃふつ,沸騰(ふっとう),沸点(ふってん),煮沸(しゃふつ),
749,1335,沸,沸,わく,沸く,わく,,,,,沸く(わく),,,
749,1336,沸,沸,わかす,沸かす,わかす,,,,,沸かす(わかす),,,
750,1337,紛,紛,フン,紛失,ふんしつ,紛争,ふんそう,内紛,ないふん,紛失(ふんしつ),紛争(ふんそう),内紛(ないふん),
750,1338,紛,紛,まぎれる,紛れる,まぎれる,,,,,紛れる(まぎれる),,,
750,1339,紛,紛,まぎらす,紛らす,まぎらす,,,,,紛らす(まぎらす),,,
750,1340,紛,紛,まぎらわす,紛らわす,まぎらわす,,,,,紛らわす(まぎらわす),,,
750,1341,紛,紛,まぎらわしい,紛らわしい,まぎらわしい,,,,,紛らわしい(まぎらわしい),,,
751,1342,雰,雰,フン,雰囲気,ふんいき,,,,,雰囲気(ふんいき),,,
752,1343,噴,噴,フン,噴火,ふんか,噴出,ふんしゅつ,噴水,ふんすい,噴火(ふんか),噴出(ふんしゅつ),噴水(ふんすい),
752,1344,噴,噴,ふく,噴く,ふく,,,,,噴く(ふく),,,←→吹く
753,1345,墳,墳,フン,墳墓,ふんぼ,,,,,墳墓(ふんぼ),,,
754,1346,憤,憤,フン,憤慨,ふんがい,義憤,ぎふん,発憤,はっぷん,憤慨(ふんがい),義憤(ぎふん),発憤(はっぷん),
754,1347,憤,憤,いきどおる,憤る,いきどおる,,,,,憤る(いきどおる),,,
755,1348,丙,丙,ヘイ,丙種,へいしゅ,,,,,丙種(へいしゅ),,,
756,1349,併(),併,ヘイ,併合,へいごう,併用,へいよう,合併,がっぺい,併合(へいごう),併用(へいよう),合併(がっぺい),
756,1350,併(),併,あわせる,併せる,あわせる,,,,,併せる(あわせる),,,←→合わせる
757,1351,柄,柄,ヘイ,横柄,おうへい,,,,,横柄(おうへい),,,
757,1352,柄,柄,がら,柄,え,家柄,いえがら,身柄,みがら,柄(え),家柄(いえがら),身柄(みがら),
757,1353,柄,柄,え,柄,え,,,,,柄(え),,,
758,1354,塀(),塀,ヘイ,塀,へい,,,,,塀(へい),,,
759,1355,幣,幣,ヘイ,貨幣,かへい,紙幣,しへい,御幣担ぎ,ごへいかつぎ,貨幣(かへい),紙幣(しへい),御幣担ぎ(ごへいかつぎ),
760,1356,弊,弊,ヘイ,弊害,へいがい,旧弊,きゅうへい,疲弊,ひへい,弊害(へいがい),旧弊(きゅうへい),疲弊(ひへい),
761,1357,壁,壁,ヘキ,壁面,へきめん,壁画,へきが,岸壁,がんぺき,壁面(へきめん),壁画(へきが),岸壁(がんぺき),
761,1358,壁,壁,かべ,壁,かべ,壁土,かべつち,白壁,しらかべ,壁(かべ),壁土(かべつち),白壁(しらかべ),
762,1359,癖,癖,ヘキ,習癖,しゅうへき,病癖,びょうへき,潔癖,けっぺき,習癖(しゅうへき),病癖(びょうへき),潔癖(けっぺき),
762,1360,癖,癖,くせ,癖,くせ,,,,,癖(くせ),,,
763,1361,偏,偏,ヘン,偏向,へんこう,偏見,へんけん,偏食,へんしょく,偏向(へんこう),偏見(へんけん),偏食(へんしょく),
763,1362,偏,偏,かたよる,偏る,かたよる,,,,,偏る(かたよる),,,
764,1363,遍,遍,へン,遍歴,へんれき,普遍,ふへん,一遍,いっぺん,遍歴(へんれき),普遍(ふへん),一遍(いっぺん),
765,1364,捕,捕,ホ,捕獲,ほかく,捕虜,ほりょ,逮捕,たいほ,捕獲(ほかく),捕虜(ほりょ),逮捕(たいほ),
765,1365,捕,捕,とらえる,捕らえる,とらえる,,,,,捕らえる(とらえる),,,
765,1366,捕,捕,とらわれる,捕らわれる,とらわれる,,,,,捕らわれる(とらわれる),,,
765,1367,捕,捕,とる,捕る,とる,,,,,捕る(とる),,,←→取る，採る
765,1368,捕,捕,つかまえる,捕まえる,つかまえる,,,,,捕まえる(つかまえる),,,
765,1369,捕,捕,つかまる,捕まる,つかまる,,,,,捕まる(つかまる),,,
766,1370,浦,浦,ホ,0,0,,,,,0(0),,,
766,1371,浦,浦,うら,浦,うら,,,,,浦(うら),,,
767,1372,舗,舗,ホ,舗装,ほそう,,,,,舗装(ほそう),,,
768,1373,募,募,ボ,募金,ぼきん,募集,ぼしゅう,応募,おうぼ,募金(ぼきん),募集(ぼしゅう),応募(おうぼ),
768,1374,募,募,つのる,募る,つのる,,,,,募る(つのる),,,
769,1375,慕,慕,ボ,慕情,ぼじょう,敬慕,けいぼ,思慕,しぼ,慕情(ぼじょう),敬慕(けいぼ),思慕(しぼ),
769,1376,慕,慕,したう,慕う,したう,,,,,慕う(したう),,,
770,1377,簿,簿,ボ,簿記,ぼき,名簿,めいぼ,帳簿,ちょうぼ,簿記(ぼき),名簿(めいぼ),帳簿(ちょうぼ),
771,1378,芳,芳,ホウ,芳香,ほうこう,芳紀,ほうき,芳志,ほうし,芳香(ほうこう),芳紀(ほうき),芳志(ほうし),
771,1379,芳,芳,かんばしい,芳しい,かんばしい,,,,,芳しい(かんばしい),,,
772,1380,邦,邦,ホウ,邦楽,ほうがく,本邦,ほんぽう,連邦,れんぽう,邦楽(ほうがく),本邦(ほんぽう),連邦(れんぽう),
773,1381,奉,奉,ホウ,奉納,ほうのう,奉仕,ほうし,信奉,しんぽう,奉納(ほうのう),奉仕(ほうし),信奉(しんぽう),
773,1382,奉,奉,ブ,奉行,ぶぎょう,,,,,奉行(ぶぎょう),,,
773,1383,奉,奉,たてまつる,奉る,たてまつる,,,,,奉る(たてまつる),,,
774,1384,抱,抱,ホウ,抱負,ほうふ,抱懐,ほうかい,介抱,かいほう,抱負(ほうふ),抱懐(ほうかい),介抱(かいほう),
774,1385,抱,抱,だく,抱く,だく,,,,,抱く(だく),,,
774,1386,抱,抱,いだく,抱く,だく,,,,,抱く(だく),,,
774,1387,抱,抱,かかえる,抱える,かかえる,,,,,抱える(かかえる),,,
775,1388,泡,泡,ホウ,気泡,きほう,水泡,すいほう,発泡,はっぽう,気泡(きほう),水泡(すいほう),発泡(はっぽう),
775,1389,泡,泡,あわ,泡,あわ,,,,,泡(あわ),,,
776,1390,胞,胞,ホウ,胞子,ほうし,同胞,どうほう,細胞,さいぼう,胞子(ほうし),同胞(どうほう),細胞(さいぼう),
777,1391,俸,俸,ホウ,俸給,ほうきゅう,年俸,ねんぽう,本俸,ほんぽう,俸給(ほうきゅう),年俸(ねんぽう),本俸(ほんぽう),
778,1392,倣,倣,ホウ,模倣,もほう,,,,,模倣(もほう),,,
778,1393,倣,倣,ならう,倣う,ならう,,,,,倣う(ならう),,,←→習う
779,1394,峰,峰,ホウ,秀峰,しゅうほう,霊峰,れいほう,連峰,れんぽう,秀峰(しゅうほう),霊峰(れいほう),連峰(れんぽう),
779,1395,峰,峰,みね,峰,みね,,,,,峰(みね),,,
780,1396,砲,砲,ホウ,砲撃,ほうげき,大砲,たいほう,鉄砲,てっぽう,砲撃(ほうげき),大砲(たいほう),鉄砲(てっぽう),
781,1397,崩,崩,ホウ,崩壊,ほうかい,,,,,崩壊(ほうかい),,,雪崩(なだれ)
781,1398,崩,崩,くずれる,崩れる,くずれる,,,,,崩れる(くずれる),,,
781,1399,崩,崩,くずす,崩す,くずす,,,,,崩す(くずす),,,
782,1400,飽,飽,ホウ,飽和,ほうわ,,,,,飽和(ほうわ),,,
782,1401,飽,飽,あきる,飽きる,あきる,飽き,あき,見飽きる,みあきる,飽きる(あきる),飽き(あき),見飽きる(みあきる),
782,1402,飽,飽,あかす,……に飽かして,・・・・・・にあかして,,,,,……に飽かして(・・・・・・にあかして),,,
783,1403,褒(襃),褒,ホウ,褒章,ほうしょう,褒美,ほうび,過褒,かほ,褒章(ほうしょう),褒美(ほうび),過褒(かほ),
783,1404,褒(襃),褒,ほめる,褒める,ほめる,,,,,褒める(ほめる),,,
784,1405,縫,縫,ホウ,縫合,ほうごう,縫製,ほうせい,裁縫,さいほう,縫合(ほうごう),縫製(ほうせい),裁縫(さいほう),
784,1406,縫,縫,ぬう,縫う,ぬう,,,,,縫う(ぬう),,,
785,1407,乏,乏,ボウ,欠乏,けつぼう,貧乏,びんぼう,耐乏,たいぼう,欠乏(けつぼう),貧乏(びんぼう),耐乏(たいぼう),
785,1408,乏,乏,とぼしい,乏しい,とぼしい,,,,,乏しい(とぼしい),,,
786,1409,忙,忙,ボウ,忙殺,ぼうさつ,多忙,たぼう,繁忙,はんぼう,忙殺(ぼうさつ),多忙(たぼう),繁忙(はんぼう),
786,1410,忙,忙,いそがしい,忙しい,いそがしい,,,,,忙しい(いそがしい),,,
787,1411,坊,坊,ボウ,坊主,ぼうず,朝寝坊,あさねぼう,赤ん坊,あかんぼう,坊主(ぼうず),朝寝坊(あさねぼう),赤ん坊(あかんぼう),
787,1412,坊,坊,ボッ,坊ちゃん,ぼっちゃん,,,,,坊ちゃん(ぼっちゃん),,,
788,1413,妨,妨,ボウ,妨害,ぼうがい,,,,,妨害(ぼうがい),,,
788,1414,妨,妨,さまたげる,妨げる,さまたげる,,,,,妨げる(さまたげる),,,
789,1415,房,房,ボウ,独房,どくぼう,冷房,れいぼう,僧房,そうぼう,独房(どくぼう),冷房(れいぼう),僧房(そうぼう),
789,1416,房,房,ふさ,房,ふさ,一房,いちふさ,乳房,ちぶさ,房(ふさ),一房(いちふさ),乳房(ちぶさ),
790,1417,肪,肪,ボウ,脂肪,しぼう,,,,,脂肪(しぼう),,,
791,1418,某,某,ボウ,某氏,ぼうし,某国,ぼうこく,某所,ぼうしょ,某氏(ぼうし),某国(ぼうこく),某所(ぼうしょ),
792,1419,冒,冒,ボウ,冒険,ぼうけん,冒頭,ぼうとう,感冒,かんぼう,冒険(ぼうけん),冒頭(ぼうとう),感冒(かんぼう),
792,1420,冒,冒,おかす,冒す,おかす,,,,,冒す(おかす),,,←→犯す，侵す
793,1421,剖,剖,ボウ,解剖,かいぼう,,,,,解剖(かいぼう),,,
794,1422,紡,紡,ボウ,紡績,ぼうせき,,,,,紡績(ぼうせき),,,
794,1423,紡,紡,つむぐ,紡ぐ,つむぐ,,,,,紡ぐ(つむぐ),,,
795,1424,傍,傍,ボウ,傍線,ぼうせん,傍聴,ぼうちょう,路傍,ろぼう,傍線(ぼうせん),傍聴(ぼうちょう),路傍(ろぼう),
795,1425,傍,傍,かたわら,傍ら,かたわら,,,,,傍ら(かたわら),,,
796,1426,帽,帽,ボウ,帽子,ぼうし,脱帽,だつぼう,無帽,むぼう,帽子(ぼうし),脱帽(だつぼう),無帽(むぼう),
797,1427,膨,膨,ボウ,膨大,ぼうだい,,,,,膨大(ぼうだい),,,
797,1428,膨,膨,ふくらむ,膨らむ,ふくらむ,,,,,膨らむ(ふくらむ),,,
797,1429,膨,膨,ふくれる,膨れる,ふくれる,,,,,膨れる(ふくれる),,,
798,1430,謀,謀,ボウ,謀略,ぼうりゃく,無謀,むぼう,首謀者,しゅぼうしゃ,謀略(ぼうりゃく),無謀(むぼう),首謀者(しゅぼうしゃ),
798,1431,謀,謀,ム,謀反,むほん,,,,,謀反(むほん),,,
798,1432,謀,謀,はかる,謀る,はかる,,,,,謀る(はかる),,,←→計る，量る，図る
799,1433,朴,朴,ボク,純朴,じゅんぼく,,,,,純朴(じゅんぼく),,,
800,1434,僕,僕,ボク,僕,ぼく,,,,,僕(ぼく),,,
801,1435,墨(),墨,ボク,筆墨,ひつぼく,白墨,はくぼく,遺墨,いぼく,筆墨(ひつぼく),白墨(はくぼく),遺墨(いぼく),
801,1436,墨(),墨,すみ,墨,すみ,墨絵,すみえ,まゆ墨,まゆずみ,墨(すみ),墨絵(すみえ),まゆ墨(まゆずみ),
802,1437,撲,撲,ボク,撲殺,ぼくさつ,撲滅,ぼくめつ,打撲,だぼく,撲殺(ぼくさつ),撲滅(ぼくめつ),打撲(だぼく),相撲(すもう)
803,1438,没,没,ボツ,没収,ぼっしゅう,没交渉,ぼっこうしょう,出没,しゅつぼつ,没収(ぼっしゅう),没交渉(ぼっこうしょう),出没(しゅつぼつ),
804,1439,堀,堀,ほり,堀,ほり,外堀,そとぼり,釣堀,つりぼり,堀(ほり),外堀(そとぼり),釣堀(つりぼり),
805,1440,奔,奔,ホン,奔走,ほんそう,奔放,ほんぽう,出奔,しゅっぽん,奔走(ほんそう),奔放(ほんぽう),出奔(しゅっぽん),
806,1441,翻(飜),翻,ホン,翻意,ほんい,翻訳,ほんやく,翻刻,ほんこく,翻意(ほんい),翻訳(ほんやく),翻刻(ほんこく),
806,1442,翻(飜),翻,ひるがえる,翻る,ひるがえる,,,,,翻る(ひるがえる),,,
806,1443,翻(飜),翻,ひるがえす,翻す,ひるがえす,,,,,翻す(ひるがえす),,,
807,1444,凡,凡,ボン,凡人,ぼんじん,凡百,ぼんぴゃく,平凡,へいぼん,凡人(ぼんじん),凡百(ぼんぴゃく),平凡(へいぼん),
807,1445,凡,凡,ハン,凡例,はんれい,,,,,凡例(はんれい),,,
808,1446,盆,盆,ボン,盆栽,ぼんさい,盆地,ぼんち,旧盆,きゅうぼん,盆栽(ぼんさい),盆地(ぼんち),旧盆(きゅうぼん),
809,1447,麻,麻,マ,麻薬,まやく,麻酔,ますい,亜麻,あま,麻薬(まやく),麻酔(ますい),亜麻(あま),
809,1448,麻,麻,あさ,麻,あさ,,,,,麻(あさ),,,
810,1449,摩,摩,マ,摩擦,まさつ,,,,,摩擦(まさつ),,,
811,1450,磨,磨,マ,研磨,けんま,,,,,研磨(けんま),,,
811,1451,磨,磨,みがく,磨く,みがく,,,,,磨く(みがく),,,
812,1452,魔,魔,マ,魔法,まほう,悪魔,あくま,邪魔,じゃま,魔法(まほう),悪魔(あくま),邪魔(じゃま),
813,1453,埋,埋,マイ,埋没,まいぼつ,埋蔵,まいぞう,埋葬,まいそう,埋没(まいぼつ),埋蔵(まいぞう),埋葬(まいそう),
813,1454,埋,埋,うめる,埋める,うめる,埋め立て,うめたて,穴埋め,あなうめ,埋める(うめる),埋め立て(うめたて),穴埋め(あなうめ),
813,1455,埋,埋,うまる,埋まる,うまる,,,,,埋まる(うまる),,,
813,1456,埋,埋,うもれる,埋もれる,うもれる,,,,,埋もれる(うもれる),,,
814,1457,膜,膜,マク,膜質,まくしつ,鼓膜,こまく,粘膜,ねんまく,膜質(まくしつ),鼓膜(こまく),粘膜(ねんまく),
815,1458,又,又,また,又,また,,,,,又(また),,,
816,1459,抹,抹,マツ,抹殺,まっさつ,抹消,まっしょう,一抹,いちまつ,抹殺(まっさつ),抹消(まっしょう),一抹(いちまつ),
817,1460,慢,慢,マン,慢性,まんせい,怠慢,たいまん,自慢,じまん,慢性(まんせい),怠慢(たいまん),自慢(じまん),
818,1461,漫,漫,マン,漫画,まんが,漫歩,まんぽ,散漫,さんまん,漫画(まんが),漫歩(まんぽ),散漫(さんまん),
819,1462,魅,魅,ミ,魅力,みりょく,魅惑,みわく,魅する,みする,魅力(みりょく),魅惑(みわく),魅する(みする),
820,1463,岬,岬,みさき,岬,みさき,,,,,岬(みさき),,,
821,1464,妙,妙,ミョウ,妙案,みょうあん,奇妙,きみょう,巧妙,こうみょう,妙案(みょうあん),奇妙(きみょう),巧妙(こうみょう),
822,1465,眠,眠,ミン,不眠,ふみん,安眠,あんみん,睡眠,すいみん,不眠(ふみん),安眠(あんみん),睡眠(すいみん),
822,1466,眠,眠,ねむる,眠る,ねむる,,,,,眠る(ねむる),,,
822,1467,眠,眠,ねむい,眠い,ねむい,眠たい,ねむたい,眠気,ねむけ,眠い(ねむい),眠たい(ねむたい),眠気(ねむけ),
823,1468,矛,矛,ム,矛盾,むじゅん,,,,,矛盾(むじゅん),,,
823,1469,矛,矛,ほこ,矛,ほこ,,,,,矛(ほこ),,,
824,1470,霧,霧,ム,霧笛,むてき,濃霧,のうむ,噴霧器,ふんむき,霧笛(むてき),濃霧(のうむ),噴霧器(ふんむき),
824,1471,霧,霧,きり,霧,きり,霧雨,きりさめ,朝霧,あさぎり,霧(きり),霧雨(きりさめ),朝霧(あさぎり),
825,1472,娘,娘,むすめ,娘,むすめ,娘心,むすめごころ,小娘,こむすめ,娘(むすめ),娘心(むすめごころ),小娘(こむすめ),
826,1473,銘,銘,メイ,銘柄,めいがら,,,,,銘柄(めいがら),,,
827,1474,滅,滅,メツ,滅亡,めつぼう,消滅,しょうめつ,絶滅,ぜつめつ,滅亡(めつぼう),消滅(しょうめつ),絶滅(ぜつめつ),
827,1475,滅,滅,ほろびる,滅びる,ほろびる,,,,,滅びる(ほろびる),,,
827,1476,滅,滅,ほろぼす,滅ぼす,ほろぼす,,,,,滅ぼす(ほろぼす),,,
828,1477,免(),免,メン,免許,めんきょ,免除,めんじょ,放免,ほうめん,免許(めんきょ),免除(めんじょ),放免(ほうめん),
828,1478,免(),免,まぬかれる,免れる,まぬがれる,,,,,免れる(まぬがれる),,,「まぬがれる」とも。
829,1479,茂,茂,モ,繁茂,はんも,,,,,繁茂(はんも),,,
829,1480,茂,茂,しげる,茂る,しげる,,,,,茂る(しげる),,,
830,1481,妄,妄,モウ,妄信,もうしん,妄想,もうそう,迷妄,めいもう,妄信(もうしん),妄想(もうそう),迷妄(めいもう),
830,1482,妄,妄,ボウ,妄言,もうげん,,,,,妄言(もうげん),,,「妄言」は，「モウゲン」とも。
831,1483,盲,盲,モウ,盲点,もうてん,盲従,もうじゅう,文盲,もんもう,盲点(もうてん),盲従(もうじゅう),文盲(もんもう),
832,1484,耗,耗,モウ,消耗,しょうもう,,,,,消耗(しょうもう),,,「モウ」は，慣用音。
